Motor energy,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE
Petrol (excluding hybrids)  ,Germany,2019,2136891.0
Petrol (excluding hybrids)  ,Germany,2020,1361723.0
Petrol (excluding hybrids)  ,Germany,2021,972588.0
Petrol (excluding hybrids)  ,Germany,2022,863445.0
Petrol (excluding hybrids)  ,Germany,2023,978660.0
Petrol (excluding hybrids)  ,Germany,2024,991948.0
Petrol (excluding hybrids)  ,Denmark,2013,122644.0
Petrol (excluding hybrids)  ,Denmark,2014,127172.0
Petrol (excluding hybrids)  ,Denmark,2015,137698.0
Petrol (excluding hybrids)  ,Denmark,2016,140371.0
Petrol (excluding hybrids)  ,Denmark,2017,142607.0
Petrol (excluding hybrids)  ,Denmark,2018,141318.0
Petrol (excluding hybrids)  ,Denmark,2019,155863.0
Petrol (excluding hybrids)  ,Denmark,2020,111259.0
Petrol (excluding hybrids)  ,Denmark,2021,87137.0
Petrol (excluding hybrids)  ,Denmark,2022,52655.0
Petrol (excluding hybrids)  ,Denmark,2023,54357.0
Petrol (excluding hybrids)  ,Denmark,2024,39506.0
Petrol (excluding hybrids)  ,Estonia,2013,12017.0
Petrol (excluding hybrids)  ,Estonia,2014,12746.0
Petrol (excluding hybrids)  ,Estonia,2015,13718.0
Petrol (excluding hybrids)  ,Estonia,2016,15821.0
Petrol (excluding hybrids)  ,Estonia,2017,17991.0
Petrol (excluding hybrids)  ,Estonia,2018,18174.0
Petrol (excluding hybrids)  ,Estonia,2019,17928.0
Petrol (excluding hybrids)  ,Estonia,2020,10582.0
Petrol (excluding hybrids)  ,Estonia,2021,10817.0
Petrol (excluding hybrids)  ,Estonia,2022,9029.0
Petrol (excluding hybrids)  ,Estonia,2023,8914.0
Petrol (excluding hybrids)  ,Estonia,2024,6785.0
Petrol (excluding hybrids)  ,Greece,2021,49670.0
Petrol (excluding hybrids)  ,Greece,2022,47152.0
Petrol (excluding hybrids)  ,Greece,2023,56259.0
Petrol (excluding hybrids)  ,Greece,2024,48923.0
Petrol (excluding hybrids)  ,Spain,2014,288860.0
Petrol (excluding hybrids)  ,Spain,2015,376691.0
Petrol (excluding hybrids)  ,Spain,2016,466320.0
Petrol (excluding hybrids)  ,Spain,2017,580296.0
Petrol (excluding hybrids)  ,Spain,2018,756357.0
Petrol (excluding hybrids)  ,Spain,2019,776373.0
Petrol (excluding hybrids)  ,Spain,2020,427645.0
Petrol (excluding hybrids)  ,Spain,2021,390081.0
Petrol (excluding hybrids)  ,Spain,2022,344341.0
Petrol (excluding hybrids)  ,Spain,2023,390295.0
Petrol (excluding hybrids)  ,Spain,2024,383652.0
Petrol (excluding hybrids)  ,European Union - 27 countries (from 2020),2022,3431120.0
Petrol (excluding hybrids)  ,European Union - 27 countries (from 2020),2023,3792523.0
Petrol (excluding hybrids)  ,European Union - 27 countries (from 2020),2024,3637801.0
Petrol (excluding hybrids)  ,Finland,2014,61733.0
Petrol (excluding hybrids)  ,Finland,2015,66252.0
Petrol (excluding hybrids)  ,Finland,2016,73258.0
Petrol (excluding hybrids)  ,Finland,2017,70522.0
Petrol (excluding hybrids)  ,Finland,2018,73069.0
Petrol (excluding hybrids)  ,Finland,2019,67751.0
Petrol (excluding hybrids)  ,Finland,2020,45596.0
Petrol (excluding hybrids)  ,Finland,2021,30760.0
Petrol (excluding hybrids)  ,Finland,2022,19246.0
Petrol (excluding hybrids)  ,Finland,2023,15261.0
Petrol (excluding hybrids)  ,Finland,2024,11258.0
Petrol (excluding hybrids)  ,France,2013,530054.0
Petrol (excluding hybrids)  ,France,2014,589522.0
Petrol (excluding hybrids)  ,France,2015,736108.0
Petrol (excluding hybrids)  ,France,2016,874838.0
Petrol (excluding hybrids)  ,France,2017,1034534.0
Petrol (excluding hybrids)  ,France,2018,1224694.0
Petrol (excluding hybrids)  ,France,2019,1322937.0
Petrol (excluding hybrids)  ,France,2020,802718.0
Petrol (excluding hybrids)  ,France,2021,700919.0
Petrol (excluding hybrids)  ,France,2022,611179.0
Petrol (excluding hybrids)  ,France,2023,672770.0
Petrol (excluding hybrids)  ,France,2024,530232.0
Petrol (excluding hybrids)  ,Georgia,2017,1770.0
Petrol (excluding hybrids)  ,Georgia,2018,1964.0
Petrol (excluding hybrids)  ,Georgia,2019,961.0
Petrol (excluding hybrids)  ,Georgia,2020,961.0
Petrol (excluding hybrids)  ,Georgia,2021,1457.0
Petrol (excluding hybrids)  ,Georgia,2022,2617.0
Petrol (excluding hybrids)  ,Georgia,2023,3233.0
Petrol (excluding hybrids)  ,Georgia,2024,3442.0
Petrol (excluding hybrids)  ,Croatia,2021,23426.0
Petrol (excluding hybrids)  ,Croatia,2022,19149.0
Petrol (excluding hybrids)  ,Croatia,2023,21040.0
Petrol (excluding hybrids)  ,Croatia,2024,29841.0
Petrol (excluding hybrids)  ,Hungary,2013,29966.0
Petrol (excluding hybrids)  ,Hungary,2014,37103.0
Petrol (excluding hybrids)  ,Hungary,2015,44044.0
Petrol (excluding hybrids)  ,Hungary,2016,59943.0
Petrol (excluding hybrids)  ,Hungary,2017,74498.0
Petrol (excluding hybrids)  ,Hungary,2018,96555.0
Petrol (excluding hybrids)  ,Hungary,2019,114709.0
Petrol (excluding hybrids)  ,Hungary,2020,62301.0
Petrol (excluding hybrids)  ,Hungary,2021,45561.0
Petrol (excluding hybrids)  ,Hungary,2022,44330.0
Petrol (excluding hybrids)  ,Hungary,2023,37811.0
Petrol (excluding hybrids)  ,Hungary,2024,36280.0
Petrol (excluding hybrids)  ,Ireland,2017,40495.0
Petrol (excluding hybrids)  ,Ireland,2018,48840.0
Petrol (excluding hybrids)  ,Ireland,2019,50318.0
Petrol (excluding hybrids)  ,Ireland,2020,33595.0
Petrol (excluding hybrids)  ,Ireland,2021,34000.0
Petrol (excluding hybrids)  ,Ireland,2022,32095.0
Petrol (excluding hybrids)  ,Ireland,2023,40370.0
Petrol (excluding hybrids)  ,Ireland,2024,37663.0
Petrol (excluding hybrids)  ,Iceland,2017,10426.0
Petrol (excluding hybrids)  ,Iceland,2018,8411.0
Petrol (excluding hybrids)  ,Iceland,2019,5379.0
Petrol (excluding hybrids)  ,Iceland,2020,2551.0
Petrol (excluding hybrids)  ,Iceland,2021,2250.0
Petrol (excluding hybrids)  ,Iceland,2022,1985.0
Petrol (excluding hybrids)  ,Iceland,2023,1711.0
Petrol (excluding hybrids)  ,Iceland,2024,1551.0
Petrol (excluding hybrids)  ,Italy,2013,419045.0
Petrol (excluding hybrids)  ,Italy,2014,420708.0
Petrol (excluding hybrids)  ,Italy,2015,521450.0
Petrol (excluding hybrids)  ,Italy,2016,643165.0
Petrol (excluding hybrids)  ,Italy,2017,700072.0
Petrol (excluding hybrids)  ,Italy,2018,774685.0
Petrol (excluding hybrids)  ,Italy,2019,889685.0
Petrol (excluding hybrids)  ,Italy,2020,585470.0
Petrol (excluding hybrids)  ,Italy,2021,481746.0
Petrol (excluding hybrids)  ,Italy,2022,376485.0
Petrol (excluding hybrids)  ,Italy,2023,456263.0
Petrol (excluding hybrids)  ,Italy,2024,455940.0
Petrol (excluding hybrids)  ,Liechtenstein,2013,1000.0
Petrol (excluding hybrids)  ,Liechtenstein,2014,944.0
Petrol (excluding hybrids)  ,Liechtenstein,2015,1017.0
Petrol (excluding hybrids)  ,Liechtenstein,2016,889.0
Petrol (excluding hybrids)  ,Liechtenstein,2017,1032.0
Petrol (excluding hybrids)  ,Liechtenstein,2018,1046.0
Petrol (excluding hybrids)  ,Liechtenstein,2019,1047.0
Petrol (excluding hybrids)  ,Liechtenstein,2020,659.0
Petrol (excluding hybrids)  ,Liechtenstein,2021,583.0
Petrol (excluding hybrids)  ,Liechtenstein,2022,514.0
Petrol (excluding hybrids)  ,Liechtenstein,2023,531.0
Petrol (excluding hybrids)  ,Liechtenstein,2024,400.0
Petrol (excluding hybrids)  ,Lithuania,2013,5191.0
Petrol (excluding hybrids)  ,Lithuania,2014,4676.0
Petrol (excluding hybrids)  ,Lithuania,2015,5908.0
Petrol (excluding hybrids)  ,Lithuania,2016,8499.0
Petrol (excluding hybrids)  ,Lithuania,2017,10661.0
Petrol (excluding hybrids)  ,Lithuania,2018,11920.0
Petrol (excluding hybrids)  ,Lithuania,2019,14717.0
Petrol (excluding hybrids)  ,Lithuania,2020,24924.0
Petrol (excluding hybrids)  ,Lithuania,2021,12407.0
Petrol (excluding hybrids)  ,Lithuania,2022,10323.0
Petrol (excluding hybrids)  ,Lithuania,2023,9966.0
Petrol (excluding hybrids)  ,Lithuania,2024,6743.0
Petrol (excluding hybrids)  ,Luxembourg,2013,11847.0
Petrol (excluding hybrids)  ,Luxembourg,2014,13097.0
Petrol (excluding hybrids)  ,Luxembourg,2015,13021.0
Petrol (excluding hybrids)  ,Luxembourg,2016,16900.0
Petrol (excluding hybrids)  ,Luxembourg,2017,22368.0
Petrol (excluding hybrids)  ,Luxembourg,2018,25811.0
Petrol (excluding hybrids)  ,Luxembourg,2019,27837.0
Petrol (excluding hybrids)  ,Luxembourg,2020,19589.0
Petrol (excluding hybrids)  ,Luxembourg,2021,16839.0
Petrol (excluding hybrids)  ,Luxembourg,2022,14559.0
Petrol (excluding hybrids)  ,Luxembourg,2023,16307.0
Petrol (excluding hybrids)  ,Luxembourg,2024,13783.0
Petrol (excluding hybrids)  ,Latvia,2014,5758.0
Petrol (excluding hybrids)  ,Latvia,2015,7202.0
Petrol (excluding hybrids)  ,Latvia,2016,9363.0
Petrol (excluding hybrids)  ,Latvia,2017,9471.0
Petrol (excluding hybrids)  ,Latvia,2018,10222.0
Petrol (excluding hybrids)  ,Latvia,2019,11379.0
Petrol (excluding hybrids)  ,Latvia,2020,8285.0
Petrol (excluding hybrids)  ,Latvia,2021,9788.0
Petrol (excluding hybrids)  ,Latvia,2022,7024.0
Petrol (excluding hybrids)  ,Latvia,2023,6841.0
Petrol (excluding hybrids)  ,Latvia,2024,4619.0
Petrol (excluding hybrids)  ,Montenegro,2016,999.0
Petrol (excluding hybrids)  ,Montenegro,2017,1297.0
Petrol (excluding hybrids)  ,Montenegro,2018,1600.0
Petrol (excluding hybrids)  ,Montenegro,2019,1998.0
Petrol (excluding hybrids)  ,Montenegro,2020,562.0
Petrol (excluding hybrids)  ,Montenegro,2021,1650.0
Petrol (excluding hybrids)  ,Montenegro,2022,1681.0
Petrol (excluding hybrids)  ,Malta,2015,4370.0
Petrol (excluding hybrids)  ,Malta,2016,4560.0
Petrol (excluding hybrids)  ,Malta,2017,4908.0
Petrol (excluding hybrids)  ,Malta,2018,4955.0
Petrol (excluding hybrids)  ,Malta,2019,4612.0
Petrol (excluding hybrids)  ,Malta,2020,2701.0
Petrol (excluding hybrids)  ,Malta,2021,2686.0
Petrol (excluding hybrids)  ,Malta,2022,2411.0
Petrol (excluding hybrids)  ,Malta,2023,2525.0
Petrol (excluding hybrids)  ,Malta,2024,2453.0
Petrol (excluding hybrids)  ,Netherlands,2019,316274.0
Petrol (excluding hybrids)  ,Netherlands,2020,205008.0
Petrol (excluding hybrids)  ,Netherlands,2021,146821.0
Petrol (excluding hybrids)  ,Netherlands,2022,119401.0
Petrol (excluding hybrids)  ,Netherlands,2023,112211.0
Petrol (excluding hybrids)  ,Netherlands,2024,83235.0
Petrol (excluding hybrids)  ,Norway,2016,45894.0
Petrol (excluding hybrids)  ,Norway,2017,42492.0
Petrol (excluding hybrids)  ,Norway,2018,36392.0
Petrol (excluding hybrids)  ,Norway,2019,23294.0
Petrol (excluding hybrids)  ,Norway,2020,11753.0
Petrol (excluding hybrids)  ,Norway,2021,3760.0
Petrol (excluding hybrids)  ,Norway,2022,2284.0
Petrol (excluding hybrids)  ,Norway,2023,818.0
Petrol (excluding hybrids)  ,Norway,2024,346.0
Petrol (excluding hybrids)  ,Poland,2013,183184.0
Petrol (excluding hybrids)  ,Poland,2014,199788.0
Petrol (excluding hybrids)  ,Poland,2015,226638.0
Petrol (excluding hybrids)  ,Poland,2016,271388.0
Petrol (excluding hybrids)  ,Poland,2017,329538.0
Petrol (excluding hybrids)  ,Poland,2018,377113.0
Petrol (excluding hybrids)  ,Poland,2019,407613.0
Petrol (excluding hybrids)  ,Poland,2020,292487.0
Petrol (excluding hybrids)  ,Poland,2021,291872.0
Petrol (excluding hybrids)  ,Poland,2022,262875.0
Petrol (excluding hybrids)  ,Poland,2023,277876.0
Petrol (excluding hybrids)  ,Poland,2024,311395.0
Petrol (excluding hybrids)  ,Portugal,2017,74357.0
Petrol (excluding hybrids)  ,Portugal,2018,87083.0
Petrol (excluding hybrids)  ,Portugal,2019,109847.0
Petrol (excluding hybrids)  ,Portugal,2020,63916.0
Petrol (excluding hybrids)  ,Portugal,2021,62883.0
Petrol (excluding hybrids)  ,Portugal,2022,66058.0
Petrol (excluding hybrids)  ,Portugal,2023,72281.0
Petrol (excluding hybrids)  ,Portugal,2024,71529.0
Petrol (excluding hybrids)  ,Romania,2013,25617.0
Petrol (excluding hybrids)  ,Romania,2014,29362.0
Petrol (excluding hybrids)  ,Romania,2015,408.0
Petrol (excluding hybrids)  ,Romania,2016,44422.0
Petrol (excluding hybrids)  ,Romania,2017,49664.0
Petrol (excluding hybrids)  ,Romania,2018,71873.0
Petrol (excluding hybrids)  ,Romania,2019,107810.0
Petrol (excluding hybrids)  ,Romania,2020,66110.0
Petrol (excluding hybrids)  ,Romania,2021,47813.0
Petrol (excluding hybrids)  ,Romania,2022,53298.0
Petrol (excluding hybrids)  ,Romania,2023,51034.0
Petrol (excluding hybrids)  ,Romania,2024,49005.0
Petrol (excluding hybrids)  ,Serbia,2019,27948.0
Petrol (excluding hybrids)  ,Serbia,2020,26182.0
Petrol (excluding hybrids)  ,Serbia,2021,24878.0
Petrol (excluding hybrids)  ,Serbia,2022,24786.0
Petrol (excluding hybrids)  ,Serbia,2023,24581.0
Petrol (excluding hybrids)  ,Serbia,2024,22977.0
Petrol (excluding hybrids)  ,Sweden,2013,102849.0
Petrol (excluding hybrids)  ,Sweden,2014,116519.0
Petrol (excluding hybrids)  ,Sweden,2015,131576.0
Petrol (excluding hybrids)  ,Sweden,2016,155318.0
Petrol (excluding hybrids)  ,Sweden,2017,157794.0
Petrol (excluding hybrids)  ,Sweden,2018,173813.0
Petrol (excluding hybrids)  ,Sweden,2019,169199.0
Petrol (excluding hybrids)  ,Sweden,2020,94448.0
Petrol (excluding hybrids)  ,Sweden,2021,68405.0
Petrol (excluding hybrids)  ,Sweden,2022,46962.0
Petrol (excluding hybrids)  ,Sweden,2023,60582.0
Petrol (excluding hybrids)  ,Sweden,2024,62677.0
Petrol (excluding hybrids)  ,Slovenia,2013,23942.0
Petrol (excluding hybrids)  ,Slovenia,2014,23916.0
Petrol (excluding hybrids)  ,Slovenia,2015,29038.0
Petrol (excluding hybrids)  ,Slovenia,2016,31429.0
Petrol (excluding hybrids)  ,Slovenia,2017,38229.0
Petrol (excluding hybrids)  ,Slovenia,2018,48240.0
Petrol (excluding hybrids)  ,Slovenia,2019,47937.0
Petrol (excluding hybrids)  ,Slovenia,2020,31529.0
Petrol (excluding hybrids)  ,Slovenia,2021,31245.0
Petrol (excluding hybrids)  ,Slovenia,2022,25989.0
Petrol (excluding hybrids)  ,Slovenia,2023,25198.0
Petrol (excluding hybrids)  ,Slovenia,2024,26811.0
Petrol (excluding hybrids)  ,Slovakia,2022,43903.0
Petrol (excluding hybrids)  ,Slovakia,2023,41412.0
Petrol (excluding hybrids)  ,Slovakia,2024,42130.0
Petrol (excluding hybrids)  ,Türkiye,2013,256479.0
Petrol (excluding hybrids)  ,Türkiye,2014,210141.0
Petrol (excluding hybrids)  ,Türkiye,2015,270634.0
Petrol (excluding hybrids)  ,Türkiye,2016,271315.0
Petrol (excluding hybrids)  ,Türkiye,2017,258940.0
Petrol (excluding hybrids)  ,Türkiye,2018,175515.0
Petrol (excluding hybrids)  ,Türkiye,2019,139898.0
Petrol (excluding hybrids)  ,Türkiye,2020,300676.0
Petrol (excluding hybrids)  ,Türkiye,2021,380973.0
Petrol (excluding hybrids)  ,Türkiye,2022,396912.0
Petrol (excluding hybrids)  ,Türkiye,2023,625501.0
Petrol (excluding hybrids)  ,Türkiye,2024,616699.0
Petrol (excluding hybrids)  ,Ukraine,2019,28689.0
Petrol (excluding hybrids)  ,Ukraine,2020,52907.0
Petrol (excluding hybrids)  ,Ukraine,2021,65235.0
Petrol (excluding hybrids)  ,Ukraine,2022,21775.0
Petrol (excluding hybrids)  ,Ukraine,2023,28689.0
Petrol (excluding hybrids)  ,Ukraine,2024,27057.0
Petrol (excluding hybrids)  ,United Kingdom,2015,1276159.0
Petrol (excluding hybrids)  ,United Kingdom,2016,1313385.0
Petrol (excluding hybrids)  ,United Kingdom,2017,1342152.0
Petrol (excluding hybrids)  ,United Kingdom,2018,1459764.0
Petrol (excluding hybrids)  ,United Kingdom,2021,891232.0
Petrol (excluding hybrids)  ,United Kingdom,2022,801434.0
Petrol (excluding hybrids)  ,United Kingdom,2023,875971.0
Petrol (excluding hybrids)  ,Kosovo*,2017,2928.0
Petrol (excluding hybrids)  ,Kosovo*,2018,2030.0
Petrol (excluding hybrids)  ,Kosovo*,2019,0.0
Petrol (excluding hybrids)  ,Kosovo*,2021,2615.0
Total,Albania,2019,42681.0
Total,Albania,2020,43661.0
Total,Albania,2021,58208.0
Total,Albania,2022,49459.0
Total,Albania,2023,66004.0
Total,Albania,2024,82931.0
Total,Austria,2013,319035.0
Total,Austria,2014,303318.0
Total,Austria,2015,308555.0
Total,Austria,2016,329604.0
Total,Austria,2017,353320.0
Total,Austria,2018,341068.0
Total,Austria,2019,329363.0
Total,Austria,2020,248740.0
Total,Austria,2021,239803.0
Total,Austria,2022,215050.0
Total,Austria,2023,239150.0
Total,Austria,2024,253789.0
Total,Bosnia and Herzegovina,2013,6055.0
Total,Bosnia and Herzegovina,2014,5976.0
Total,Bosnia and Herzegovina,2015,5709.0
Total,Bosnia and Herzegovina,2016,7450.0
Total,Bosnia and Herzegovina,2017,8164.0
Total,Bosnia and Herzegovina,2018,8476.0
Total,Bosnia and Herzegovina,2019,8680.0
Total,Bosnia and Herzegovina,2020,6505.0
Total,Bosnia and Herzegovina,2021,7337.0
Total,Bosnia and Herzegovina,2022,7967.0
Total,Bosnia and Herzegovina,2023,9027.0
Total,Bosnia and Herzegovina,2024,9150.0
Total,Belgium,2013,490369.0
Total,Belgium,2014,487711.0
Total,Belgium,2015,506284.0
Total,Belgium,2016,546142.0
Total,Belgium,2017,553692.0
Total,Belgium,2018,557487.0
Total,Belgium,2019,558003.0
Total,Belgium,2020,439038.0
Total,Belgium,2021,392769.0
Total,Belgium,2022,374597.0
Total,Belgium,2023,484639.0
Total,Belgium,2024,456303.0
Total,Bulgaria,2013,15114.0
Total,Bulgaria,2014,16626.0
Total,Bulgaria,2015,17271.0
Total,Bulgaria,2016,20386.0
Total,Bulgaria,2017,25995.0
Total,Bulgaria,2018,28584.0
Total,Bulgaria,2019,32885.0
Total,Bulgaria,2020,20429.0
Total,Bulgaria,2021,24467.0
Total,Bulgaria,2022,28568.0
Total,Bulgaria,2023,37476.0
Total,Bulgaria,2024,42799.0
Total,Switzerland,2013,313353.0
Total,Switzerland,2014,307403.0
Total,Switzerland,2015,330985.0
Total,Switzerland,2016,323620.0
Total,Switzerland,2017,319765.0
Total,Switzerland,2018,304663.0
Total,Switzerland,2019,318065.0
Total,Switzerland,2020,245510.0
Total,Switzerland,2021,250901.0
Total,Switzerland,2022,236751.0
Total,Switzerland,2023,263514.0
Total,Switzerland,2024,252547.0
Total,Cyprus,2013,7047.0
Total,Cyprus,2014,8271.0
Total,Cyprus,2015,10078.0
Total,Cyprus,2016,12468.0
Total,Cyprus,2017,13118.0
Total,Cyprus,2018,13126.0
Total,Cyprus,2019,12601.0
Total,Cyprus,2020,10237.0
Total,Cyprus,2021,10611.0
Total,Cyprus,2022,11577.0
Total,Cyprus,2023,14637.0
Total,Cyprus,2024,15061.0
Total,Czechia,2013,164627.0
Total,Czechia,2014,192923.0
