STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,mot_nrg,Motor energy,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NL,Netherlands,2022,,77648,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NL,Netherlands,2023,,89981,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NL,Netherlands,2024,,107597,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NO,Norway,2016,,17372,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NO,Norway,2017,,20805,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NO,Norway,2018,,17237,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NO,Norway,2019,,18356,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NO,Norway,2020,,14352,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NO,Norway,2021,,13646,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NO,Norway,2022,,12261,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NO,Norway,2023,,8274,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,NO,Norway,2024,,7530,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PL,Poland,2013,,701,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PL,Poland,2014,,1458,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PL,Poland,2015,,2138,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PL,Poland,2016,,3788,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PL,Poland,2017,,6338,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PL,Poland,2018,,9113,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PL,Poland,2019,,15713,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PL,Poland,2020,,28785,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PL,Poland,2021,,44788,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PL,Poland,2022,,53314,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PL,Poland,2023,,75674,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PL,Poland,2024,,98345,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PT,Portugal,2017,,4317,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PT,Portugal,2018,,6726,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PT,Portugal,2019,,8546,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PT,Portugal,2020,,9635,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PT,Portugal,2021,,14969,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PT,Portugal,2022,,19822,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PT,Portugal,2023,,25199,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,PT,Portugal,2024,,31896,,p,provisional,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RO,Romania,2013,,190,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RO,Romania,2014,,214,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RO,Romania,2015,,43,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RO,Romania,2016,,955,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RO,Romania,2017,,1890,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RO,Romania,2018,,3713,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RO,Romania,2019,,6754,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RO,Romania,2020,,12181,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RO,Romania,2021,,24728,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RO,Romania,2022,,28602,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RO,Romania,2023,,37436,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RO,Romania,2024,,47943,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RS,Serbia,2019,,337,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RS,Serbia,2020,,1249,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RS,Serbia,2021,,2890,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RS,Serbia,2022,,4219,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RS,Serbia,2023,,6371,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,RS,Serbia,2024,,10203,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SE,Sweden,2013,,4699,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SE,Sweden,2014,,6798,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SE,Sweden,2015,,8634,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SE,Sweden,2016,,13621,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SE,Sweden,2017,,18380,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SE,Sweden,2018,,21006,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SE,Sweden,2019,,28089,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SE,Sweden,2020,,36863,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SE,Sweden,2021,,47249,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SE,Sweden,2022,,42514,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SE,Sweden,2023,,26466,,b,break in time series,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SE,Sweden,2024,,25414,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SI,Slovenia,2020,,1719,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SI,Slovenia,2021,,5783,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SI,Slovenia,2022,,6275,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SI,Slovenia,2023,,11092,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SI,Slovenia,2024,,12460,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SK,Slovakia,2022,,14613,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SK,Slovakia,2023,,20362,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,SK,Slovakia,2024,,23761,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,TR,Türkiye,2013,,27,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,TR,Türkiye,2014,,27,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,TR,Türkiye,2015,,128,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,TR,Türkiye,2016,,138,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,TR,Türkiye,2017,,385,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,TR,Türkiye,2018,,3616,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,TR,Türkiye,2019,,12110,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,TR,Türkiye,2020,,18347,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,TR,Türkiye,2021,,48237,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,TR,Türkiye,2022,,42095,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,TR,Türkiye,2023,,78753,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,TR,Türkiye,2024,,161683,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,UA,Ukraine,2019,,8264,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,UA,Ukraine,2020,,4230,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,UA,Ukraine,2021,,8235,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,UA,Ukraine,2022,,3888,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,UA,Ukraine,2023,,8264,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,UA,Ukraine,2024,,10760,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,UK,United Kingdom,2015,,58716,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,UK,United Kingdom,2016,,76970,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,UK,United Kingdom,2017,,70123,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,UK,United Kingdom,2018,,86207,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,UK,United Kingdom,2021,,226410,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,UK,United Kingdom,2022,,296033,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,UK,United Kingdom,2023,,432352,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,XK,Kosovo*,2018,,96,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,XK,Kosovo*,2019,,0,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_HYB,Hybrid electric-petrol,XK,Kosovo*,2021,,231,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,AL,Albania,2020,,4563,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,AT,Austria,2013,,154,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,AT,Austria,2014,,331,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,AT,Austria,2015,,931,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,AT,Austria,2016,,1087,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,AT,Austria,2017,,1632,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,AT,Austria,2018,,2218,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,AT,Austria,2019,,2111,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,AT,Austria,2020,,7202,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,AT,Austria,2021,,13600,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,AT,Austria,2022,,12466,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,AT,Austria,2023,,16262,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,AT,Austria,2024,,15061,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,BA,Bosnia and Herzegovina,2013,,0,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,BA,Bosnia and Herzegovina,2019,,0,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,BA,Bosnia and Herzegovina,2021,,0,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,BE,Belgium,2023,,94268,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,BE,Belgium,2024,,62998,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,BG,Bulgaria,2022,,141,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,BG,Bulgaria,2023,,355,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,BG,Bulgaria,2024,,467,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,CH,Switzerland,2013,,6066,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,CH,Switzerland,2014,,5637,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,CH,Switzerland,2015,,5589,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,ELC_PET_PI,Plug-in hybrid petrol-electric  ,CH,Switzerland,2016,,2675,,,,,
